@RELATION pyAudioAnalysis/data/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {outputs_nonstutter,outputs_stutter}

@DATA
0.067060,0.025737,2.915073,0.205742,0.243426,0.498004,0.007692,0.062205,-28.652675,1.780266,0.638563,-0.261874,0.129111,0.012288,-0.075045,0.366471,-0.179505,-0.006449,-0.249183,-0.090503,-0.116360,0.004794,0.002070,0.123630,0.014835,0.021963,0.002609,0.117753,0.000450,0.001068,0.001880,0.006285,0.000899,0.050320,0.042234,0.051372,0.334532,0.048814,0.052835,0.444935,0.007089,0.080864,2.962092,0.981986,0.447588,0.842067,0.437247,0.438719,0.250636,0.277048,0.293899,0.214570,0.446936,0.239901,0.299086,0.009110,0.002429,0.078190,0.029240,0.021906,0.004364,0.103587,0.000510,0.000807,0.001349,0.007380,0.000458,0.027230,outputs_nonstutter
0.086343,0.062366,2.722108,0.269442,0.278477,0.447734,0.003922,0.046642,-24.349495,1.925512,0.680414,0.329218,0.140016,0.263900,0.014362,0.051036,0.081640,0.028071,0.138220,0.062197,0.051928,0.002694,0.000337,0.151297,0.001450,0.034625,0.001007,0.184193,0.000234,0.000792,0.001683,0.009366,0.000639,0.066469,0.032843,0.026783,0.143201,0.033138,0.017931,0.246223,0.003351,0.095879,0.673768,0.345559,0.238127,0.157265,0.170880,0.154159,0.155439,0.150217,0.118227,0.122839,0.141438,0.155132,0.148415,0.002523,0.000284,0.076254,0.001197,0.017808,0.000883,0.050326,0.000156,0.000682,0.001626,0.008088,0.000505,0.009791,outputs_nonstutter
0.057010,0.035075,2.910054,0.227677,0.258798,0.267313,0.011003,0.025136,-29.166533,2.119114,0.419544,0.286552,0.143134,0.266930,-0.058874,0.001756,-0.043462,-0.080714,-0.107543,-0.121282,-0.039014,0.001937,0.000420,0.090853,0.039750,0.028987,0.001583,0.178651,0.000252,0.000625,0.007528,0.008705,0.000654,0.071205,0.034697,0.067498,0.247184,0.064667,0.044172,0.207832,0.011246,0.040667,4.032132,0.395438,0.625924,0.307075,0.278452,0.176889,0.298157,0.293705,0.282032,0.321345,0.416782,0.306342,0.165343,0.001815,0.000463,0.091531,0.077968,0.026930,0.002427,0.158098,0.000367,0.000667,0.015748,0.008772,0.000913,0.030238,outputs_nonstutter
0.110776,0.033923,3.060352,0.203198,0.193834,0.935311,0.007233,0.181942,-26.509346,1.538698,0.531067,-0.479540,0.200512,0.059486,-0.112823,-0.094380,-0.299840,-0.201409,-0.285324,-0.165279,0.033250,0.003289,0.001193,0.039296,0.037561,0.040740,0.007468,0.056443,0.000730,0.003150,0.002180,0.002879,0.000700,0.029328,0.102538,0.029808,0.367879,0.089246,0.031813,0.833677,0.006737,0.195685,2.540520,1.309005,0.833789,0.643789,0.342786,0.275232,0.399120,0.278895,0.414809,0.234588,0.373372,0.391138,0.202939,0.003347,0.001595,0.042525,0.045701,0.063651,0.012073,0.068782,0.000668,0.005430,0.002174,0.001696,0.000614,0.022378,outputs_nonstutter
0.046302,0.022833,2.749752,0.202711,0.253399,0.245082,0.008964,0.017604,-28.773196,1.931050,0.601606,0.313899,0.101233,0.179737,-0.068644,0.287028,-0.076802,-0.034198,-0.023956,-0.044592,-0.032817,0.003629,0.000746,0.094644,0.021726,0.038698,0.001229,0.198943,0.000161,0.000512,0.001160,0.007560,0.000484,0.069207,0.029812,0.062333,0.341422,0.052227,0.036896,0.238525,0.008020,0.039453,2.009053,0.883652,0.334438,0.209254,0.210543,0.303011,0.212021,0.187202,0.209604,0.207215,0.272891,0.234365,0.213433,0.005985,0.001045,0.084995,0.057163,0.024578,0.001328,0.113967,0.000167,0.000646,0.000696,0.010012,0.000602,0.021481,outputs_nonstutter
0.036116,0.050221,2.797742,0.238169,0.284964,0.191911,0.010477,0.006806,-25.599295,2.197947,0.523096,0.339863,0.172036,0.205963,0.086644,0.061487,0.026699,0.035620,0.110267,0.056787,0.011568,0.002398,0.000478,0.115375,0.001707,0.037021,0.001114,0.233706,0.000154,0.000719,0.001478,0.007255,0.000473,0.076419,0.024989,0.046160,0.241716,0.034386,0.019236,0.121784,0.008773,0.010160,1.218842,0.276709,0.251210,0.176693,0.142305,0.157708,0.122184,0.151762,0.104876,0.135033,0.129961,0.147435,0.091092,0.003609,0.001031,0.088034,0.001834,0.034281,0.001616,0.110449,0.000190,0.001463,0.001176,0.006990,0.000777,0.023514,outputs_nonstutter
0.071620,0.056445,3.063446,0.195257,0.219675,0.417821,0.007666,0.087840,-26.445699,2.142781,0.386567,0.025710,-0.125794,-0.007878,-0.253220,0.114824,-0.236740,-0.281941,-0.357622,-0.390876,-0.120701,0.004565,0.001523,0.082788,0.096236,0.016655,0.003178,0.054579,0.000317,0.000602,0.001323,0.004069,0.000675,0.049743,0.086106,0.042062,0.290633,0.081289,0.051132,0.607833,0.010361,0.142970,3.612608,1.095233,0.428522,0.414321,0.461594,0.299889,0.256662,0.210212,0.308076,0.413342,0.410940,0.342888,0.168989,0.004897,0.002235,0.077655,0.096835,0.021714,0.003292,0.095894,0.000549,0.000466,0.001443,0.005412,0.000769,0.025456,outputs_nonstutter
0.062114,0.018461,2.751259,0.252681,0.299006,0.275332,0.007057,0.021824,-26.093781,2.170452,0.423451,0.287910,0.120298,0.122586,0.030290,0.086353,0.062185,0.053798,0.052446,0.074962,-0.016813,0.002267,0.000538,0.147081,0.002023,0.045391,0.001612,0.160829,0.000293,0.000802,0.001836,0.007777,0.000732,0.067767,0.021965,0.013325,0.244627,0.028592,0.029331,0.276354,0.004705,0.050245,1.317606,0.493225,0.315471,0.169029,0.160505,0.123941,0.131582,0.137558,0.148511,0.160212,0.167088,0.119615,0.123115,0.001758,0.000463,0.100168,0.001839,0.035891,0.001625,0.098933,0.000409,0.000856,0.001603,0.007980,0.000684,0.017746,outputs_nonstutter
0.041833,0.032084,2.842127,0.217367,0.277348,0.142318,0.009265,0.009846,-28.480176,2.373368,0.388284,0.290299,-0.060524,0.032698,-0.029617,-0.006551,-0.055907,-0.067977,-0.069183,-0.075322,0.006810,0.002497,0.000913,0.110441,0.050209,0.039559,0.006996,0.128941,0.000218,0.002070,0.001884,0.006868,0.000517,0.062269,0.023599,0.055376,0.378405,0.058207,0.047385,0.056885,0.009923,0.008823,3.694195,0.375894,0.300584,0.371923,0.307751,0.228183,0.232654,0.240401,0.288924,0.387196,0.355295,0.339848,0.272056,0.002184,0.001560,0.081929,0.083773,0.035608,0.023679,0.117008,0.000177,0.005105,0.001273,0.009321,0.000432,0.020626,outputs_nonstutter
0.083122,0.045081,3.078717,0.162938,0.181282,0.533696,0.008359,0.108485,-24.805294,1.703567,-0.111294,-0.143501,-0.135351,0.035584,-0.124646,-0.029746,-0.336057,-0.239134,-0.546456,-0.334918,-0.407346,0.017454,0.015221,0.056097,0.060329,0.013528,0.006565,0.012774,0.001882,0.003379,0.003470,0.006331,0.005009,0.031911,0.090913,0.036092,0.330065,0.070726,0.022307,0.647048,0.007283,0.128352,2.090702,1.098039,0.687177,0.454180,0.566092,0.463183,0.306121,0.252565,0.246471,0.319624,0.419913,0.436439,0.422075,0.040675,0.027095,0.057323,0.086832,0.020957,0.013015,0.015597,0.002584,0.006004,0.004767,0.009332,0.012463,0.021916,outputs_nonstutter
0.063861,0.021647,3.001437,0.204343,0.234291,0.535277,0.007624,0.070145,-27.442440,1.252188,0.657778,0.238022,-0.045280,0.101558,-0.151762,0.243601,-0.252240,-0.123114,-0.092833,-0.004200,-0.065449,0.005181,0.001720,0.092100,0.023915,0.046849,0.003328,0.113151,0.000921,0.001668,0.003012,0.020390,0.000716,0.054577,0.028730,0.043204,0.186301,0.048022,0.039380,0.338223,0.006148,0.058604,2.922721,0.700851,0.365933,0.442904,0.388658,0.379935,0.277194,0.260561,0.322019,0.400680,0.376392,0.237665,0.237130,0.007376,0.002079,0.076001,0.058690,0.060280,0.003785,0.095606,0.001315,0.002069,0.003045,0.035566,0.000603,0.017391,outputs_nonstutter
0.054401,0.043801,2.835862,0.251040,0.296955,0.257519,0.013078,0.019964,-25.152209,2.188406,0.586374,0.349984,0.143879,0.170433,0.059097,0.141841,0.046123,0.073221,0.030440,0.054757,0.043755,0.002690,0.000478,0.140422,0.002139,0.037862,0.001482,0.190122,0.000180,0.000630,0.003073,0.010613,0.000635,0.072472,0.026919,0.059943,0.172861,0.032600,0.019642,0.203897,0.005433,0.053587,1.056679,0.300913,0.253289,0.169718,0.222352,0.161354,0.148777,0.103051,0.145935,0.137627,0.125133,0.119868,0.109077,0.002647,0.000559,0.100818,0.002397,0.035940,0.001392,0.109989,0.000143,0.000666,0.003240,0.008251,0.000700,0.020330,outputs_nonstutter
0.051724,0.068471,2.753592,0.263768,0.311394,0.193724,0.007001,0.005581,-24.774417,2.316843,0.687559,0.479790,0.181237,0.179688,0.107982,0.056787,0.029591,0.096470,0.160224,0.076428,0.007250,0.001979,0.000221,0.173443,0.001282,0.039601,0.001181,0.175399,0.000106,0.000669,0.002180,0.009083,0.000484,0.070773,0.022763,0.030686,0.254030,0.021746,0.005991,0.092524,0.003463,0.003041,0.415675,0.128091,0.129842,0.144273,0.188499,0.168401,0.129102,0.139007,0.126547,0.115603,0.131614,0.125267,0.134764,0.002062,0.000210,0.084210,0.001025,0.025482,0.001201,0.075353,0.000059,0.000642,0.001997,0.013115,0.000530,0.013260,outputs_nonstutter
0.064632,0.007670,2.720633,0.275672,0.292000,0.421143,0.006406,0.076180,-27.380491,2.145038,0.469268,0.411269,0.105999,0.188567,0.113736,0.100995,0.116606,0.008116,0.040246,0.109891,0.024832,0.002043,0.000338,0.134862,0.001383,0.052504,0.001592,0.151504,0.000165,0.000457,0.001727,0.005811,0.000445,0.061381,0.032577,0.002683,0.202772,0.048688,0.023751,0.516739,0.003661,0.167684,0.836784,0.316842,0.287192,0.172506,0.235331,0.101665,0.134911,0.233533,0.164173,0.158101,0.133372,0.130927,0.121990,0.002169,0.000244,0.099709,0.001194,0.038293,0.001835,0.075963,0.000134,0.000330,0.001227,0.003248,0.000348,0.020404,outputs_nonstutter
0.047436,0.096812,2.785598,0.263282,0.306427,0.216009,0.009365,0.009347,-24.114656,2.342268,0.518444,0.365490,0.110184,0.172277,0.033541,0.081503,0.102750,0.042110,0.040892,0.027289,0.019253,0.002677,0.000340,0.149525,0.001209,0.030699,0.001081,0.220153,0.000115,0.000450,0.001548,0.006665,0.000416,0.079410,0.027376,0.047841,0.227616,0.029663,0.009903,0.147863,0.008867,0.017662,0.538768,0.139296,0.157326,0.130894,0.100008,0.153541,0.141948,0.129481,0.138030,0.092164,0.105901,0.094170,0.109620,0.001614,0.000272,0.106426,0.000888,0.030147,0.000858,0.102750,0.000083,0.000278,0.001019,0.006925,0.000289,0.019087,outputs_nonstutter
0.056670,0.057651,2.849680,0.256047,0.305486,0.249143,0.007023,0.016969,-23.985039,2.023290,0.422354,0.395121,-0.073547,0.229735,-0.108518,0.155264,0.082311,-0.032282,0.168506,0.062605,-0.026986,0.003966,0.000505,0.177436,0.002358,0.038605,0.001809,0.143868,0.000312,0.001186,0.001813,0.006965,0.001187,0.067503,0.016317,0.029801,0.191745,0.026384,0.014417,0.121073,0.003553,0.022215,0.916387,0.346610,0.291392,0.184802,0.193912,0.198438,0.164370,0.215803,0.131652,0.197687,0.135860,0.140009,0.134914,0.004078,0.000519,0.086978,0.002238,0.030179,0.001861,0.087534,0.000388,0.001762,0.001328,0.004651,0.001171,0.015642,outputs_nonstutter
0.040994,0.102939,2.780690,0.244673,0.304182,0.154911,0.008984,0.008711,-24.168790,2.161480,0.549294,0.565439,0.108293,0.276744,0.034116,0.078191,0.061659,0.059675,0.154397,0.012429,-0.017752,0.002179,0.000358,0.097312,0.001016,0.049888,0.001229,0.221715,0.000150,0.000504,0.001880,0.006224,0.000344,0.073807,0.020893,0.072512,0.177968,0.025202,0.011860,0.083725,0.007075,0.016543,0.795255,0.285432,0.245715,0.124334,0.148353,0.122046,0.184960,0.159465,0.124222,0.186401,0.103764,0.101435,0.104354,0.001745,0.000644,0.088277,0.000869,0.039809,0.001890,0.129634,0.000140,0.000386,0.001546,0.004959,0.000287,0.027809,outputs_nonstutter
0.055399,0.040508,2.799588,0.261207,0.295015,0.313500,0.008282,0.027904,-25.475679,2.207313,0.715937,0.461133,0.328659,0.273284,0.017934,0.040913,0.026862,0.134177,0.141086,0.029301,0.056202,0.002093,0.000235,0.134683,0.001405,0.056727,0.001098,0.140743,0.000191,0.000717,0.003529,0.015111,0.000502,0.060323,0.034835,0.034427,0.269937,0.037897,0.024092,0.423639,0.005030,0.095230,0.731373,0.239030,0.238615,0.204743,0.194837,0.183678,0.135038,0.172055,0.147779,0.128476,0.146507,0.124956,0.116405,0.001580,0.000185,0.100066,0.001310,0.034005,0.000976,0.075348,0.000195,0.000730,0.005972,0.026684,0.000576,0.018801,outputs_nonstutter
0.073571,0.017312,2.966500,0.221019,0.258360,0.549187,0.007460,0.075635,-25.079081,1.759363,0.160051,0.049003,0.164331,-0.056568,0.125184,0.294351,-0.137567,-0.038672,-0.104767,0.197719,-0.032448,0.003650,0.003006,0.121779,0.007886,0.047140,0.006247,0.120896,0.000648,0.001550,0.002816,0.007048,0.001890,0.053893,0.038948,0.026439,0.138884,0.032290,0.020136,0.479972,0.006063,0.110179,0.831176,0.628977,0.429537,0.333488,0.201112,0.241646,0.183994,0.232004,0.325797,0.240749,0.212775,0.192179,0.187646,0.003301,0.004889,0.081914,0.012188,0.033570,0.011292,0.093071,0.000648,0.001128,0.003365,0.005070,0.003033,0.019901,outputs_nonstutter
0.062409,0.045292,2.779270,0.259231,0.290591,0.343225,0.006533,0.038838,-24.953922,2.163414,0.492836,0.252046,0.251374,0.158564,0.091519,0.073239,0.011680,0.085963,0.057306,0.063873,-0.015346,0.002536,0.000383,0.184275,0.002410,0.041020,0.001197,0.141134,0.000311,0.000923,0.002042,0.008415,0.000365,0.067854,0.033076,0.022916,0.182946,0.029744,0.018716,0.273449,0.004366,0.092958,0.767112,0.336811,0.421482,0.287076,0.189721,0.175100,0.206817,0.119537,0.146938,0.151382,0.157290,0.158446,0.147846,0.002400,0.000417,0.089565,0.002225,0.035912,0.001477,0.084615,0.000325,0.000901,0.001573,0.008025,0.000326,0.018852,outputs_nonstutter
0.046597,0.011827,2.795247,0.243890,0.280050,0.286508,0.007242,0.016016,-27.146856,2.074786,0.799282,0.364133,0.211821,0.132782,0.007747,0.086798,0.039941,0.054775,0.046097,0.029516,-0.003198,0.003572,0.000350,0.107483,0.003027,0.039203,0.000872,0.212901,0.000118,0.001215,0.003014,0.010975,0.000377,0.068822,0.022555,0.007918,0.237073,0.025580,0.029042,0.223223,0.003642,0.040659,1.376580,0.429380,0.247247,0.217978,0.187144,0.185462,0.196001,0.202223,0.165957,0.215862,0.208730,0.165053,0.149342,0.005448,0.000584,0.078053,0.004472,0.025790,0.001044,0.098201,0.000079,0.002414,0.005227,0.012732,0.000344,0.021993,outputs_nonstutter
0.060231,0.042334,2.804323,0.260445,0.271000,0.409464,0.005987,0.061933,-24.940040,1.899909,0.582310,0.270799,0.230669,0.224722,0.055485,0.122473,0.094797,0.065498,-0.010241,0.061971,0.009358,0.002046,0.000296,0.115779,0.001572,0.045212,0.001062,0.191003,0.000152,0.000664,0.001591,0.008832,0.000470,0.069443,0.028444,0.020523,0.143424,0.036430,0.014274,0.255814,0.002737,0.113460,0.966656,0.278341,0.165528,0.133976,0.222590,0.164119,0.147646,0.184112,0.118517,0.134600,0.209464,0.149773,0.131492,0.001542,0.000266,0.096329,0.002008,0.029191,0.001292,0.107914,0.000113,0.000749,0.001483,0.011766,0.000259,0.019130,outputs_nonstutter
0.058212,0.027779,2.846719,0.248702,0.273164,0.357493,0.006820,0.036797,-25.643099,2.046853,0.567419,0.333249,0.209782,0.176993,0.115643,0.074538,-0.037469,-0.010916,0.055196,0.013534,-0.001307,0.002449,0.000406,0.091976,0.001783,0.044078,0.001757,0.205672,0.000196,0.000827,0.002732,0.016019,0.000374,0.066283,0.034103,0.019460,0.164506,0.044911,0.011013,0.265217,0.003730,0.081112,0.796693,0.339921,0.358324,0.243910,0.204526,0.201543,0.177161,0.142245,0.190109,0.115294,0.149825,0.169407,0.138137,0.001911,0.000393,0.063596,0.001476,0.029960,0.001922,0.106320,0.000172,0.000840,0.001969,0.014574,0.000250,0.020647,outputs_nonstutter
0.046257,0.047966,2.772892,0.219991,0.275102,0.225538,0.005425,0.016788,-24.557578,2.249503,0.175989,-0.010575,0.225345,0.203536,0.269854,0.235225,0.076574,0.069267,0.035194,0.093639,-0.044271,0.002912,0.000794,0.089708,0.001697,0.032685,0.000911,0.250010,0.000456,0.001075,0.002403,0.012724,0.000743,0.074742,0.013298,0.019806,0.195803,0.020066,0.014643,0.177930,0.004275,0.034015,0.823301,0.465048,0.399881,0.328736,0.144994,0.114300,0.140778,0.196671,0.132677,0.118265,0.173133,0.153797,0.157221,0.003694,0.000959,0.068577,0.001107,0.026247,0.000840,0.088411,0.000509,0.001040,0.001940,0.010822,0.000954,0.019980,outputs_nonstutter
0.077768,0.016978,2.922349,0.216893,0.239618,0.670026,0.007026,0.096733,-26.079325,1.769556,0.820919,0.436506,-0.082940,0.295463,0.077807,0.054083,0.252253,0.001149,-0.057474,0.104200,0.013674,0.004648,0.000725,0.073490,0.002083,0.054433,0.002636,0.115782,0.000401,0.002513,0.005749,0.010142,0.000744,0.043887,0.055482,0.015997,0.173837,0.031526,0.033754,0.664136,0.004732,0.119427,1.054712,1.049223,0.446142,0.375157,0.314043,0.406393,0.350522,0.307414,0.223903,0.186243,0.241427,0.175591,0.174001,0.003796,0.000557,0.062557,0.001325,0.035528,0.003817,0.079830,0.000368,0.005752,0.011878,0.014115,0.000779,0.017924,outputs_nonstutter
0.059914,0.035749,2.916741,0.236389,0.272568,0.450316,0.008237,0.054174,-25.126691,2.170588,0.522086,0.422109,0.092758,0.077226,0.058305,0.080770,0.072733,-0.010005,0.005543,0.157836,-0.011195,0.005233,0.000964,0.094628,0.002121,0.035636,0.003930,0.193410,0.000196,0.003287,0.003338,0.009367,0.000509,0.062909,0.044896,0.018842,0.227165,0.031505,0.032192,0.575540,0.006037,0.108087,0.996337,0.571503,0.282052,0.277149,0.254903,0.220222,0.140723,0.234725,0.167332,0.166185,0.150722,0.168335,0.109052,0.009573,0.002896,0.073393,0.002003,0.029814,0.009191,0.092192,0.000228,0.009397,0.003312,0.008564,0.000342,0.019615,outputs_nonstutter
0.075204,0.060007,3.039598,0.217464,0.243056,0.509907,0.005511,0.077087,-23.482286,2.212390,0.717400,0.438605,-0.271424,0.114147,-0.141544,0.064095,0.181730,-0.120120,-0.018631,0.131256,-0.033368,0.008013,0.001286,0.074263,0.002975,0.038665,0.012255,0.127199,0.000361,0.003439,0.006544,0.023894,0.001873,0.044294,0.034056,0.020579,0.154122,0.032858,0.019946,0.447968,0.002657,0.104671,0.801459,0.609075,0.467787,0.349860,0.373480,0.356616,0.302433,0.272873,0.164830,0.192362,0.227355,0.157437,0.192541,0.007890,0.001236,0.050024,0.001723,0.028347,0.019789,0.074855,0.000407,0.004833,0.005031,0.018369,0.002133,0.014572,outputs_nonstutter
0.060141,0.060942,2.767560,0.227611,0.259289,0.355024,0.009884,0.055490,-25.178665,2.095920,0.576873,0.373765,0.035705,0.126918,0.186795,0.201822,0.110050,0.065919,0.031381,0.054138,-0.062405,0.002220,0.000804,0.082106,0.001452,0.041099,0.000925,0.235221,0.000189,0.000462,0.002275,0.006881,0.000794,0.070507,0.043324,0.047986,0.241870,0.049202,0.015858,0.372465,0.012260,0.104621,0.898560,0.484822,0.355387,0.345862,0.332718,0.274784,0.192440,0.230502,0.234644,0.184112,0.200989,0.166563,0.135616,0.002893,0.002265,0.054106,0.001624,0.025932,0.001147,0.087794,0.000184,0.000530,0.001485,0.005727,0.001545,0.017248,outputs_nonstutter
0.026361,0.090661,2.802102,0.210251,0.284893,0.104332,0.007397,0.003630,-24.379661,2.068011,0.507251,0.549266,0.036250,0.392885,0.107189,0.190014,0.226465,-0.028266,0.063779,0.092564,-0.070662,0.001417,0.000247,0.078359,0.000841,0.063340,0.000653,0.209880,0.000091,0.000300,0.001150,0.005505,0.000346,0.066786,0.011602,0.039994,0.251580,0.021278,0.013630,0.041717,0.005071,0.002109,0.990154,0.294246,0.185731,0.176453,0.201907,0.193003,0.157980,0.158569,0.150257,0.141506,0.149369,0.132845,0.136262,0.001133,0.000207,0.055504,0.000762,0.041055,0.000581,0.106800,0.000079,0.000298,0.000944,0.003386,0.000221,0.021433,outputs_nonstutter
0.028698,0.060696,2.825525,0.184375,0.275466,0.089823,0.014974,0.006397,-25.175358,2.530564,0.619223,0.570301,0.176890,0.366072,0.070687,0.184779,0.160145,0.006103,0.051506,0.098578,-0.113169,0.005545,0.000311,0.093370,0.001644,0.032808,0.000692,0.222821,0.000180,0.001118,0.002170,0.032776,0.000477,0.069388,0.015741,0.042004,0.197887,0.037805,0.020797,0.051333,0.009898,0.003866,1.262474,0.457673,0.367366,0.255310,0.161270,0.195423,0.154197,0.169858,0.168402,0.134636,0.131173,0.132417,0.197204,0.008913,0.000319,0.074460,0.001162,0.021547,0.000579,0.087702,0.000205,0.001999,0.001849,0.030126,0.000376,0.019121,outputs_nonstutter
0.028335,0.021433,2.643097,0.190185,0.280411,0.069535,0.017415,0.004038,-27.929466,2.658571,0.712770,0.565958,0.161011,0.240256,0.044582,0.071469,0.063406,0.050480,0.141398,0.088404,0.009897,0.004064,0.000130,0.103826,0.000782,0.033977,0.000715,0.240963,0.000059,0.000471,0.001629,0.019164,0.000277,0.075479,0.022810,0.031958,0.309613,0.046832,0.028294,0.057664,0.014648,0.002426,1.284993,0.530335,0.312278,0.134067,0.181997,0.180519,0.121144,0.135761,0.128122,0.150547,0.115304,0.116381,0.085282,0.006425,0.000153,0.069309,0.000575,0.024326,0.000770,0.109140,0.000044,0.000397,0.001368,0.024944,0.000295,0.022425,outputs_nonstutter
0.076134,0.047942,3.079184,0.181917,0.200463,0.509738,0.010110,0.102269,-26.478237,2.293661,0.214650,-0.446119,-0.179801,0.137427,-0.315898,-0.286205,-0.594099,-0.198214,0.093593,0.193539,0.248105,0.001441,0.000594,0.027980,0.003715,0.058287,0.021596,0.086149,0.001698,0.016569,0.001657,0.004078,0.000686,0.042873,0.074953,0.039231,0.284419,0.082260,0.042873,0.643059,0.011810,0.137483,3.449152,1.368664,0.738856,0.501208,0.355868,0.509359,0.372399,0.411369,0.363832,0.272999,0.460563,0.309500,0.224226,0.000986,0.000435,0.066342,0.004679,0.089051,0.033051,0.073657,0.002261,0.025629,0.001104,0.004964,0.000548,0.020092,outputs_nonstutter
0.064201,0.075855,3.091905,0.153344,0.188586,0.455344,0.012689,0.108394,-25.379766,2.405128,0.367508,-0.483567,-0.399417,0.234655,-0.069789,-0.054872,-0.537410,-0.568068,-0.411405,-0.188064,0.113852,0.005963,0.009127,0.054343,0.034552,0.084271,0.020938,0.015236,0.000517,0.001487,0.001332,0.001817,0.000571,0.045153,0.088675,0.061837,0.393247,0.080272,0.019957,0.718330,0.012179,0.148604,2.109981,1.408545,0.576538,0.419841,0.481360,0.326759,0.312107,0.442246,0.479747,0.299457,0.321743,0.399439,0.462564,0.011365,0.015462,0.075691,0.069151,0.102207,0.040777,0.035600,0.000846,0.001929,0.001358,0.001395,0.000562,0.023454,outputs_nonstutter
0.046393,0.029871,2.984878,0.196299,0.238247,0.480901,0.021117,0.088203,-32.064472,1.639561,0.087206,-0.115529,-0.225607,0.011889,0.176171,0.089684,-0.074291,-0.166906,-0.149979,-0.160522,0.027256,0.001982,0.002129,0.037570,0.021108,0.065065,0.001990,0.101339,0.000540,0.000995,0.001330,0.002379,0.000834,0.046309,0.053440,0.050400,0.352349,0.066289,0.062997,0.693283,0.038267,0.144900,8.457551,1.525200,0.779143,0.390430,0.496115,0.450605,0.309995,0.193758,0.392493,0.256139,0.336344,0.281952,0.158612,0.002712,0.003350,0.044632,0.037327,0.065840,0.003697,0.127276,0.001391,0.002257,0.001676,0.002856,0.001208,0.027303,outputs_nonstutter
0.008916,0.031424,3.228871,0.340729,0.314302,0.132972,0.005652,0.014610,-38.975901,0.685408,0.040021,-0.024094,-0.069075,-0.000698,0.102246,-0.017892,-0.043866,0.011044,-0.034647,-0.068303,-0.110821,0.017751,0.002181,0.015623,0.002481,0.135656,0.000430,0.006337,0.001593,0.000147,0.001122,0.001675,0.000736,0.043800,0.021344,0.084817,0.343829,0.102683,0.054562,0.226366,0.014938,0.049876,7.419956,1.451645,0.231239,0.228719,0.329454,0.173718,0.230662,0.109860,0.234786,0.156712,0.162400,0.224399,0.280229,0.047351,0.006531,0.033783,0.008126,0.059861,0.001173,0.020372,0.004665,0.000292,0.003153,0.003903,0.001939,0.006532,outputs_nonstutter
